Product URL,Product Name,Product Price,Product Rating,Product Reviews
/Stylbase-Trends-Polyester-Character-Embossed/dp/B0BNL2PBPH,"TRAWOC 60 Liter Travel Backpack Hiking Trekking Bag Camping Rucksack, 1 Year Warranty, HK006",₹459,4.1 out of 5 stars,200+ bought in past month
/Stylbase-Trends-Polyester-Character-Embossed/dp/B0BNL2PBPH#customerReviews,Fur Jaden 25L Travel Duffle Bag for Weekend Trip Cabin Luggage and Gym Sports Duffle for Men and Women,"₹1,799",3.6 out of 5 stars,M.R.P: 
/blackfriday,"Kuber Industries Women's Polyester Embroidered Potli Bag, Maroon (CTKTC04387)",₹339,4.0 out of 5 stars,635
/Stylbase-Trends-Polyester-Character-Embossed/dp/B0BNL2PBPH,LOOKMUSTER Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack…,₹799,3.3 out of 5 stars,400+ bought in past month
/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B08TDCGCPK,Half Moon Urban Explorer PU Leather Stylish Side Sling Cross Body Travel Office Business Messenger Bag with Multi-Pocket Zip Closure and Adjustable Straps For Men Women,"₹1,567",4.0 out of 5 stars,(₹2.10/count)
/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B08TDCGCPK,Skybags CAMPUS GREY LOGO PRINT COLLEGE LAPTOP BACKPACK 30L,"₹2,999",3.5 out of 5 stars,M.R.P: 
/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B08TDCGCPK#customerReviews,EUME Kolkata Knight Riders 19 Ltrs Drawstring Backpack with 1 Compartment Men & Women Fit Up to 13.3 inch Laptop Black Color,₹629,4.3 out of 5 stars,17
/blackfriday,PALAY® Tote Bags For Women Bag Corduroy Large Capacity Reusable Shopping Bag Washable Shoulder Bags HandBags for School Work Shopping Travel Daily Use Grocery,"₹1,500",4.4 out of 5 stars,100+ bought in past month
/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B08TDCGCPK,"amazon basics PlasticVacuum Compression Storage Bags With Hand Pump - 6-Pack (2 Jumbo, 2 Large, 2 Medium)",₹533,3.9 out of 5 stars,M.R.P: 
/Half-Moon-Resistant-Backpack-Compartment/dp/B0BYW5SH4L,"SPENZ BAGS Travel Laptop Backpack for Women & Men|Carry On Bag, College & School Students Bookbag With Raincover",₹599,4.8 out of 5 stars,"2,612"
/Half-Moon-Resistant-Backpack-Compartment/dp/B0BYW5SH4L,"Cockatoo CMP01 OXO-Biodegradable Garbage Bags Medium|Your Ultimate Companion for Campaigning and Traveling|for Keeping Your Adventures Clean and Green,30 Bags/Rollx3,(18.5 X 20.5 Inch)",₹434,4 Stars & Up,100+ bought in past month
/NIVIA-Polyester-Shoulder-Compartment-Accessories/dp/B07NJGW3WX,Price and other details may vary based on product size and colour.,₹489,4.0 out of 5 stars,Price and other details may vary based on product size and colour.
/NIVIA-Polyester-Shoulder-Compartment-Accessories/dp/B07NJGW3WX,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit (Navy Blue),₹799,4.0 out of 5 stars,142
/NIVIA-Polyester-Shoulder-Compartment-Accessories/dp/B07NJGW3WX#customerReviews,"ASUS TUF Gaming VP4700 46.5 cm X 30.0 cm X13.0 cm Backpack (Black), with Roll-Up Design, Reflective Logo, Suitable for up to 46.5 cm Laptop","₹1,699",3.8 out of 5 stars,100+ bought in past month
/blackfriday,"Amazon Brand – Eono Reusable Tote Bags, 100% Organic Cotton Shopping/Grocery Bag, Multi-Purpose Bag, Sturdy Canvas Bag With 15kgs Capacity, Single Pack (Good Vibes)","₹3,199",4.3 out of 5 stars,M.R.P: 
/NIVIA-Polyester-Shoulder-Compartment-Accessories/dp/B07NJGW3WX,Arctic Fox Alarm Zipper System | Anti-Theft Backpack with USB Charging Port | 15.5 Inch Laptop Bag (Camo Black),₹179,3.9 out of 5 stars,111
/ASUS-VP4700-Backpack-Reflective-Suitable/dp/B0937G637K,"FUR JADEN 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",₹399,4.3 out of 5 stars,M.R.P: 
/ASUS-VP4700-Backpack-Reflective-Suitable/dp/B0937G637K,DaisyStar Women Fashion Handbags Tote Purses Stylish Ladies Women and Girls Handbag for Office Bag Ladies Travel Shoulder Bag Tote for College Girls Handbag_Variation_10,"₹1,899",3.9 out of 5 stars,"1,232"
/ASUS-VP4700-Backpack-Reflective-Suitable/dp/B0937G637K#customerReviews,WildHorn Leather Messenger Bag for Men/Office Bag for Men I Padded Laptop Compartment with Adjustable Strap I DIMENSION : L-14 inch W-3 inch H-11 inch,"₹3,499",4.0 out of 5 stars,200+ bought in past month
/ASUS-VP4700-Backpack-Reflective-Suitable/dp/B0937G637K,AUXTER DELUXE Casual School College office Travel Backpack - 18 Design,₹429,4.4 out of 5 stars,M.R.P: 
/Amazon-Brand-Reusable-Eco-Friendly-Multi-Purpose/dp/B08TTMMGYT,Wildcraft Unisex Zip Closure Backpack (Green_Free Size),"₹2,000",3.2 out of 5 stars,10% off coupon
